fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem,score_final
Fundo Setorial do Audiovisual - FSA,federal,Brasil,oportunidade,Seminário para proponentes contemplados nos Editais Cinema e TV -Seleção TV Brasil - EBC,formacao,nao identificado,formacao_mentoria,audiovisual,,69,,https://www.gov.br/ancine/pt-br/centrais-de-conteudo/eventos-de-capacitacao/seminario-para-proponentes-contemplados-nos-editais-cinema-e-tv-selecao-tv-brasil-ebc,https://www.gov.br/ancine/pt-br/fsa,9
"festivals, activities and cinemas",outro,Não identificado,oportunidade,"Transparency Transparency Annual reports Official languages and multiculturalism Quarterly financial reports Proactive disclosure — Grants and contributions — Contracts — Travel, hospitality, conference and event expenditures — Report on annual expenditures Supply Chains Act Special Examination Reports and Audits Access to Information Info Source Privacy Code of conduct for Telefilm Canada’s business partners Formal Complaints fr",grant,nao identificado,nao identificado,audiovisual,,-11,,https://telefilm.ca/en/who-we-are/transparency,https://telefilm.ca/en/who-we-are/our-engagement,9
Fundo Setorial do Audiovisual - FSA,federal,Brasil,oportunidade,Webinário - Chamada de Coprodução Internacional Cinema 2023,formacao,producao,producao_obra,audiovisual,,67,2023,https://www.gov.br/ancine/pt-br/centrais-de-conteudo/eventos-de-capacitacao/webinario-chamada-de-coproducao-internacional-cinema-2023,https://www.gov.br/ancine/pt-br/fsa,7
Secult ES,estadual,Brasil,oportunidade,Espaços Culturais Espaços Culturais Parque Cultural Casa do Governador Galeria Homero Massena Theatro Carlos Gomes Biblioteca Pública do Espírito Santo Bib Móvel Bib Transcol Casa da Música Sônia Cabral Museu de Arte do Espírito Santo Dionísio Del Santo Museu do Colono Legislação,edital,nao identificado,nao identificado,cultura,,-5,,https://secult.es.gov.br/credenciamento,https://secult.es.gov.br/credenciamento,5
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,"+ - A inscrição na plataforma Prosas poderia ser menos burocrática? Click to collapse Lei Paulo Gustavo 21 Julho 2023 Dúvidas A Secretaria de Estado de Cultura e Turismo esclarece as principais dúvidas para manter a transparência do processo relacionado à Lei Paulo Gustavo em Minas Gerais. Reunimos abaixo lives de esclarecimentos e os questionamentos mais frequentes com as respectivas respostas, a fim de sanar as principais dúvidas e compartilhar com o público as informações necessárias, reforçando a",outro,festival_inscricao,nao identificado,cultura,,4,2023,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,"+ - Esqueci de incluir um documento na inscrição. Posso entregar à parte? Click to collapse Lei Paulo Gustavo 21 Julho 2023 Dúvidas A Secretaria de Estado de Cultura e Turismo esclarece as principais dúvidas para manter a transparência do processo relacionado à Lei Paulo Gustavo em Minas Gerais. Reunimos abaixo lives de esclarecimentos e os questionamentos mais frequentes com as respectivas respostas, a fim de sanar as principais dúvidas e compartilhar com o público as informações necessárias, reforçando a",outro,festival_inscricao,nao identificado,cultura,,4,2023,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Editais Editais Fundo Estadual de Cultura (FEC) Editais Dúvidas Frequentes Política Nacional Aldir Blanc (PNAB) Cronograma Documentação Editais Fase de Habilitação Painel de Consulta - Resultados Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,cultura,,4,,https://www.secult.mg.gov.br/documentos/plataformas/plataforma-digital-fomento-e-incentivo-a-cultura,https://www.secult.mg.gov.br/documentos/plataformas/plataforma-digital-fomento-e-incentivo-a-cultura,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,RESULTADO FINAL DE DESCLASSIFICADOS POR EXCEDER HORÁRIO DE INSCRIÇÃO,outro,festival_inscricao,nao identificado,inovacao,,4,,https://www.secult.mg.gov.br/download/category/27-outros-editais?download=2201:noite-21-4,https://www.secult.mg.gov.br/documentos/lab/editais-lei-aldir-blanc,4
Reveja as Imersões,estadual,Brasil,oportunidade,Parcerias Lei 13.019/2014 – Convênios Parcerias Lei 13.019/2014 – Convênios Documentação para Celebração Parcerias 2019 Parcerias 2020 Parcerias 2021 Parceria 2022 Parcerias 2023 Parcerias 2024 Parcerias 2025,outro,nao identificado,nao identificado,inovacao,,4,2014,https://secult.es.gov.br/GrupodeArquivos/selecao-de-os,https://secult.es.gov.br/GrupodeArquivos/selecao-de-os,4
Reveja as Imersões,estadual,Brasil,oportunidade,ANEXO 7 - RESERVAS DE VAGAS Patrimônio Vivo Capixaba Inscrições na plataforma Mapa Cultural ES AQUI Mais informações pelo telefone (27) 3636-7126 Conteúdo Atualização Formato Tamanho Lista Inscritos LPG Patrimônio Vivo 16/10/2023 pdf 435 KB Baixar EDITAIS LPG - PATRIMÔNIO VIVO_CULTURAS TRADICIONAIS 22/09/2023 pdf 213 KB Baixar ANEXO 1 - DECLARAÇÃO DE REPRESENTAÇÃO DE GRUPO 22/09/2023 pdf 41 KB Baixar ANEXO 2 - FORMULÁRIOS DE INSCRIÇÃO (OUTROS),trabalho,festival_inscricao,nao identificado,cultura,,4,2023,https://secult.es.gov.br/media/PDF/lei-paulo-gustavo/editais/patrimonio-vivo/ANEXO%207%20-%20RESERVAS%20DE%20VAGAS.pdf,https://secult.es.gov.br/editais-lei-paulo-gustavo,4
Reveja as Imersões,estadual,Brasil,oportunidade,Baixar Patrimônio Vivo Capixaba Inscrições na plataforma Mapa Cultural ES AQUI Mais informações pelo telefone (27) 3636-7126 Conteúdo Atualização Formato Tamanho Lista Inscritos LPG Patrimônio Vivo 16/10/2023 pdf 435 KB Baixar EDITAIS LPG - PATRIMÔNIO VIVO_CULTURAS TRADICIONAIS 22/09/2023 pdf 213 KB Baixar ANEXO 1 - DECLARAÇÃO DE REPRESENTAÇÃO DE GRUPO 22/09/2023 pdf 41 KB Baixar ANEXO 2 - FORMULÁRIOS DE INSCRIÇÃO (OUTROS),trabalho,festival_inscricao,nao identificado,cultura,,4,2023,https://secult.es.gov.br/media/PDF/lei-paulo-gustavo/editais/patrimonio-vivo/ANEXO%207%20-%20RESERVAS%20DE%20VAGAS.pdf,https://secult.es.gov.br/editais-lei-paulo-gustavo,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-6,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-6,,https://www.secult.mg.gov.br/aplicacao-de-marcas/lei-estadual-de-incentivo-a-cultura,https://www.secult.mg.gov.br/aplicacao-de-marcas/lei-estadual-de-incentivo-a-cultura,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-6,,https://www.secult.mg.gov.br/aplicacao-de-marcas/politica-nacional-aldir-blanc-pnab,https://www.secult.mg.gov.br/aplicacao-de-marcas/politica-nacional-aldir-blanc-pnab,4
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-6,,https://www.secult.mg.gov.br/aplicacao-de-marcas/aplicacao-de-marcas-2,https://www.secult.mg.gov.br/aplicacao-de-marcas/aplicacao-de-marcas-2,4
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"Information for Applicants Please refer to the Information for Applicants for Screen Australia’s core eligibility requirements with respect to having the right to carry out projects and the acquisition of all underlying rights. Information for Recipients Get practical information on contracts, reporting requirements, and how to manage your funding. Home Doing Business With Us Information for Recipients As per Screen Australia’s Terms of Trade, Screen Australia regularly publishes its expectations with regard to cer",outro,nao identificado,nao identificado,audiovisual,,-6,,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-applicants/,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-recipients,4
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"here As per Screen Australia’s Terms of Trade , funding recipients are required to acknowledge Screen Australia’s support. Screen Australia expects funding recipients to adhere to (and to procure that any other relevant parties adhere to) Screen’s Australia Credit Policy when negotiat Information for Recipients Get practical information on contracts, reporting requirements, and how to manage your funding. Home Doing Business With Us Information for Recipients As per Screen Australia’s Terms of Trade, Screen Austral",outro,nao identificado,nao identificado,audiovisual,,-6,,https://www.screenaustralia.gov.au/doing-business-with-us/credits-and-logos/,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-recipients,4
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,twitter facebook youtube Online Funding Application Portal Follow us Hit enter to search or ESC to close Close Search search Menu Home About About Us About the SAFTAs Latest News Gallery Videos Funding – Funding Overview and Criteria The NFVF provides funding for film and video-r,festival,exibicao,festival_inscricao,audiovisual,,-10,,https://www.nfvf.co.za/national-festivals-and-markets,https://www.nfvf.co.za/national-festivals-and-markets,0
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,twitter facebook youtube Online Funding Application Portal Follow us Hit enter to search or ESC to close Close Search search Menu Home About About Us About the SAFTAs Latest News Gallery Videos Funding – Funding Overview and Criteria The NFVF provides funding for film and video-r,festival,exibicao,festival_inscricao,audiovisual,,-10,,https://www.nfvf.co.za/international-festivals-and-markets,https://www.nfvf.co.za/international-festivals-and-markets,0
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,twitter facebook youtube Online Funding Application Portal Follow us Hit enter to search or ESC to close Close Search search Menu Home About About Us About the SAFTAs Latest News Gallery Videos Funding – Funding Overview and Criteria The NFVF provides funding for film and video-r,mercado,distribuicao,distribuicao_circulacao,audiovisual,,-22,,https://www.nfvf.co.za/marketing-and-distribution,https://www.nfvf.co.za/marketing-and-distribution,-2
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,About About About Us About the SAFTAs Latest News,festival,exibicao,festival_inscricao,inovacao,,-16,,https://www.nfvf.co.za/national-festivals-and-markets,https://www.nfvf.co.za/national-festivals-and-markets,-6
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,About About About Us About the SAFTAs Latest News,festival,exibicao,festival_inscricao,inovacao,,-16,,https://www.nfvf.co.za/international-festivals-and-markets,https://www.nfvf.co.za/international-festivals-and-markets,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-pnab/editais-pnab,https://www.secult.mg.gov.br/editais/editais-pnab/editais-pnab,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lab/editais-lei-aldir-blanc,https://www.secult.mg.gov.br/documentos/lab/editais-lei-aldir-blanc,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/editais-lpg,https://www.secult.mg.gov.br/editais/editais-02-ao-11/editais-lpg,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/suplentes,https://www.secult.mg.gov.br/editais/editais-02-ao-11/suplentes,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-estadual-de-incentivo-a-cultura-leic,https://www.secult.mg.gov.br/documentos/lei-estadual-de-incentivo-a-cultura-leic,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/novo-cronograma-lpg,https://www.secult.mg.gov.br/editais/editais-02-ao-11/novo-cronograma-lpg,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/readequacao-prestacao-de-contas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/readequacao-prestacao-de-contas,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-final,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-final,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/legislacao,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/legislacao,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/consulta-simplificada,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/consulta-simplificada,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/subcomissoes,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/subcomissoes,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-pnab/cronograma-pnab,https://www.secult.mg.gov.br/editais/editais-pnab/cronograma-pnab,-6
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,cultura,,-16,,https://www.secult.mg.gov.br/editais/editais-pnab/documentacao,https://www.secult.mg.gov.br/editais/editais-pnab/documentacao,-6
